
2021-04-07 11:03:33,184 | E | Instrument.py:173 (loadPersonality) | Error loading instrument personality 'SCEXAO': No module named 'SCEXAO'
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam/Instrument.py", line 857, in getFrames
    str(type), str(frame_types)))

2021-04-07 11:44:14,174 | E | Instrument.py:421 (doExecute) | Traceback:
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam/Instrument.py", line 378, in doExecute
    res = method(*args, **kwdargs)
  File "./cams/SCEXAO.py", line 165, in dispatchCommand
    return method(*args, **params)
  File "./cams/SCEXAO.py", line 240, in get_frames
    framelist = self.ocs.getFrames(num, frtype)
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam/Instrument.py", line 857, in getFrames
    str(type), str(frame_types)))

2021-04-07 11:51:39,119 | E | g2cam:127 (main) | Keyboard interrupt!
2021-04-07 11:51:39,119 | I | g2cam:145 (main) | Stopping instrument SCEXAO ...
2021-04-07 11:51:39,119 | I | ro_XMLRPC.py:345 (worker) | worker 0 shutting down...
2021-04-07 11:51:39,120 | I | ro_XMLRPC.py:345 (worker) | worker 4 shutting down...
2021-04-07 11:51:39,120 | I | ro_XMLRPC.py:345 (worker) | worker 1 shutting down...
2021-04-07 11:51:39,120 | I | ro_XMLRPC.py:345 (worker) | worker 3 shutting down...
2021-04-07 11:51:39,119 | I | ro_XMLRPC.py:345 (worker) | worker 2 shutting down...
2021-04-07 11:51:39,132 | I | remoteObjects.py:491 (__cmd_loop) | Stopping remote object server on scexao2:9081.
2021-04-07 11:51:39,133 | I | common_task.py:82 (execute) | Stopping periodic interval task
2021-04-07 11:51:39,133 | I | Instrument.py:292 (stop) | INSTRUMENT STOPPED.
2021-04-07 11:51:39,133 | I | PubSub.py:1143 (update_remote_subscriptions_loop) | exiting remote subscriptions update loop
2021-04-07 11:51:39,133 | I | ro_XMLRPC.py:345 (worker) | worker 2 shutting down...
2021-04-07 11:51:39,134 | I | PubSub.py:1102 (stop_server) | Stopping server...
2021-04-07 11:51:39,134 | I | ro_XMLRPC.py:345 (worker) | worker 3 shutting down...
2021-04-07 11:51:39,134 | I | ro_XMLRPC.py:345 (worker) | worker 0 shutting down...
2021-04-07 11:51:39,135 | I | ro_XMLRPC.py:345 (worker) | worker 4 shutting down...
2021-04-07 11:51:39,135 | I | ro_XMLRPC.py:345 (worker) | worker 7 shutting down...
2021-04-07 11:51:39,135 | I | ro_XMLRPC.py:345 (worker) | worker 6 shutting down...
2021-04-07 11:51:39,136 | I | ro_XMLRPC.py:345 (worker) | worker 5 shutting down...
2021-04-07 11:51:39,136 | I | ro_XMLRPC.py:345 (worker) | worker 1 shutting down...
2021-04-07 11:51:39,136 | I | PubSub.py:550 (stop) | PubSub background tasks stopped.
2021-04-07 11:51:39,137 | I | ro_XMLRPC.py:345 (worker) | worker 9 shutting down...
2021-04-07 11:51:39,137 | I | ro_XMLRPC.py:345 (worker) | worker 8 shutting down...
2021-04-07 11:51:39,138 | I | ro_XMLRPC.py:345 (worker) | worker 10 shutting down...
2021-04-07 11:51:39,138 | I | ro_XMLRPC.py:345 (worker) | worker 11 shutting down...
2021-04-07 11:51:39,147 | I | remoteObjects.py:491 (__cmd_loop) | Stopping remote object server on scexao2:9080.
2021-04-07 11:51:44,102 | I | SCEXAO.py:84 (initialize) | ***** INITIALIZE CALLED *****
2021-04-07 11:51:44,156 | I | PubSub.py:538 (start) | PubSub background tasks started.
2021-04-07 11:51:44,157 | I | PubSub.py:1084 (start_server) | Starting remote subscriptions update loop...
2021-04-07 11:51:44,157 | I | PubSub.py:1089 (start_server) | Starting server...
2021-04-07 11:51:44,158 | I | remoteObjects.py:444 (__cmd_loop) | Starting remote object server on scexao2:9080.
2021-04-07 11:51:44,170 | I | g2cam:120 (main) | Starting instrument SCEXAO ...
2021-04-07 11:51:44,170 | I | ro_XMLRPC.py:319 (worker) | worker 0 spinning up...
2021-04-07 11:51:44,171 | I | ro_XMLRPC.py:319 (worker) | worker 1 spinning up...
2021-04-07 11:51:44,171 | I | ro_XMLRPC.py:319 (worker) | worker 2 spinning up...
2021-04-07 11:51:44,171 | I | SCEXAO.py:123 (start) | SCEXAO ocs interface started.
2021-04-07 11:51:44,171 | I | ro_XMLRPC.py:319 (worker) | worker 3 spinning up...
2021-04-07 11:51:44,172 | I | ro_XMLRPC.py:319 (worker) | worker 4 spinning up...
2021-04-07 11:51:44,172 | I | ro_XMLRPC.py:319 (worker) | worker 5 spinning up...
2021-04-07 11:51:44,172 | I | ro_XMLRPC.py:319 (worker) | worker 6 spinning up...
2021-04-07 11:51:44,173 | I | ro_XMLRPC.py:319 (worker) | worker 8 spinning up...
2021-04-07 11:51:44,173 | I | ro_XMLRPC.py:319 (worker) | worker 7 spinning up...
2021-04-07 11:51:44,173 | I | ro_XMLRPC.py:319 (worker) | worker 9 spinning up...
2021-04-07 11:51:44,173 | I | common_task.py:56 (execute) | Starting periodic interval task
2021-04-07 11:51:44,174 | I | ro_XMLRPC.py:319 (worker) | worker 10 spinning up...
2021-04-07 11:51:44,175 | I | remoteObjects.py:444 (__cmd_loop) | Starting remote object server on scexao2:9081.
2021-04-07 11:51:44,174 | I | ro_XMLRPC.py:319 (worker) | worker 11 spinning up...
2021-04-07 11:51:44,195 | I | ro_XMLRPC.py:319 (worker) | worker 1 spinning up...
2021-04-07 11:51:44,195 | I | ro_XMLRPC.py:319 (worker) | worker 2 spinning up...
2021-04-07 11:51:44,195 | I | ro_XMLRPC.py:319 (worker) | worker 0 spinning up...
2021-04-07 11:51:44,196 | I | ro_XMLRPC.py:319 (worker) | worker 4 spinning up...
2021-04-07 11:51:44,196 | I | ro_XMLRPC.py:319 (worker) | worker 3 spinning up...
2021-04-07 11:51:47,274 | E | Instrument.py:421 (doExecute) | Traceback:
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam/Instrument.py", line 378, in doExecute
    res = method(*args, **kwdargs)
  File "./cams/SCEXAO.py", line 165, in dispatchCommand
    return method(*args, **params)
  File "./cams/SCEXAO.py", line 241, in get_frames
    framelist = self.ocs.getFrames(num, frtype)
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam/Instrument.py", line 857, in getFrames
    str(type), str(frame_types)))

2021-04-07 11:52:24,594 | E | g2cam:127 (main) | Keyboard interrupt!
2021-04-07 11:52:24,595 | I | g2cam:145 (main) | Stopping instrument SCEXAO ...
2021-04-07 11:52:24,595 | I | ro_XMLRPC.py:345 (worker) | worker 2 shutting down...
2021-04-07 11:52:24,596 | I | ro_XMLRPC.py:345 (worker) | worker 4 shutting down...
2021-04-07 11:52:24,596 | I | ro_XMLRPC.py:345 (worker) | worker 1 shutting down...
2021-04-07 11:52:24,595 | I | ro_XMLRPC.py:345 (worker) | worker 0 shutting down...
2021-04-07 11:52:24,596 | I | ro_XMLRPC.py:345 (worker) | worker 3 shutting down...
2021-04-07 11:52:24,606 | I | remoteObjects.py:491 (__cmd_loop) | Stopping remote object server on scexao2:9081.
2021-04-07 11:52:24,606 | I | PubSub.py:1143 (update_remote_subscriptions_loop) | exiting remote subscriptions update loop
2021-04-07 11:52:24,606 | I | Instrument.py:292 (stop) | INSTRUMENT STOPPED.
2021-04-07 11:52:24,606 | I | common_task.py:82 (execute) | Stopping periodic interval task
2021-04-07 11:52:24,607 | I | ro_XMLRPC.py:345 (worker) | worker 2 shutting down...
2021-04-07 11:52:24,607 | I | ro_XMLRPC.py:345 (worker) | worker 3 shutting down...
2021-04-07 11:52:24,607 | I | ro_XMLRPC.py:345 (worker) | worker 0 shutting down...
2021-04-07 11:52:24,607 | I | ro_XMLRPC.py:345 (worker) | worker 1 shutting down...
2021-04-07 11:52:24,608 | I | ro_XMLRPC.py:345 (worker) | worker 4 shutting down...
2021-04-07 11:52:24,608 | I | ro_XMLRPC.py:345 (worker) | worker 5 shutting down...
2021-04-07 11:52:24,607 | I | PubSub.py:1102 (stop_server) | Stopping server...
2021-04-07 11:52:24,608 | I | ro_XMLRPC.py:345 (worker) | worker 6 shutting down...
2021-04-07 11:52:24,608 | I | ro_XMLRPC.py:345 (worker) | worker 8 shutting down...
2021-04-07 11:52:24,608 | I | ro_XMLRPC.py:345 (worker) | worker 7 shutting down...
2021-04-07 11:52:24,609 | I | ro_XMLRPC.py:345 (worker) | worker 9 shutting down...
2021-04-07 11:52:24,609 | I | ro_XMLRPC.py:345 (worker) | worker 10 shutting down...
2021-04-07 11:52:24,609 | I | ro_XMLRPC.py:345 (worker) | worker 11 shutting down...
2021-04-07 11:52:24,612 | I | PubSub.py:550 (stop) | PubSub background tasks stopped.
2021-04-07 11:52:24,617 | I | remoteObjects.py:491 (__cmd_loop) | Stopping remote object server on scexao2:9080.
2021-04-07 11:52:25,904 | I | SCEXAO.py:84 (initialize) | ***** INITIALIZE CALLED *****
2021-04-07 11:52:25,955 | I | PubSub.py:538 (start) | PubSub background tasks started.
2021-04-07 11:52:25,956 | I | PubSub.py:1084 (start_server) | Starting remote subscriptions update loop...
2021-04-07 11:52:25,956 | I | PubSub.py:1089 (start_server) | Starting server...
2021-04-07 11:52:25,957 | I | remoteObjects.py:444 (__cmd_loop) | Starting remote object server on scexao2:9080.
2021-04-07 11:52:25,968 | I | g2cam:120 (main) | Starting instrument SCEXAO ...
2021-04-07 11:52:25,969 | I | ro_XMLRPC.py:319 (worker) | worker 0 spinning up...
2021-04-07 11:52:25,969 | I | ro_XMLRPC.py:319 (worker) | worker 1 spinning up...
2021-04-07 11:52:25,969 | I | ro_XMLRPC.py:319 (worker) | worker 2 spinning up...
2021-04-07 11:52:25,969 | I | ro_XMLRPC.py:319 (worker) | worker 4 spinning up...
2021-04-07 11:52:25,969 | I | ro_XMLRPC.py:319 (worker) | worker 3 spinning up...
2021-04-07 11:52:25,969 | I | ro_XMLRPC.py:319 (worker) | worker 5 spinning up...
2021-04-07 11:52:25,970 | I | ro_XMLRPC.py:319 (worker) | worker 6 spinning up...
2021-04-07 11:52:25,970 | I | ro_XMLRPC.py:319 (worker) | worker 7 spinning up...
2021-04-07 11:52:25,970 | I | SCEXAO.py:123 (start) | SCEXAO ocs interface started.
2021-04-07 11:52:25,970 | I | ro_XMLRPC.py:319 (worker) | worker 8 spinning up...
2021-04-07 11:52:25,971 | I | ro_XMLRPC.py:319 (worker) | worker 9 spinning up...
2021-04-07 11:52:25,971 | I | ro_XMLRPC.py:319 (worker) | worker 10 spinning up...
2021-04-07 11:52:25,971 | I | ro_XMLRPC.py:319 (worker) | worker 11 spinning up...
2021-04-07 11:52:25,973 | I | common_task.py:56 (execute) | Starting periodic interval task
2021-04-07 11:52:25,973 | I | remoteObjects.py:444 (__cmd_loop) | Starting remote object server on scexao2:9081.
2021-04-07 11:52:25,992 | I | ro_XMLRPC.py:319 (worker) | worker 1 spinning up...
2021-04-07 11:52:25,992 | I | ro_XMLRPC.py:319 (worker) | worker 0 spinning up...
2021-04-07 11:52:25,992 | I | ro_XMLRPC.py:319 (worker) | worker 2 spinning up...
2021-04-07 11:52:25,992 | I | ro_XMLRPC.py:319 (worker) | worker 3 spinning up...
2021-04-07 11:52:25,993 | I | ro_XMLRPC.py:319 (worker) | worker 4 spinning up...
2021-04-07 11:52:36,214 | E | g2cam:127 (main) | Keyboard interrupt!
2021-04-07 11:52:36,214 | I | g2cam:145 (main) | Stopping instrument SCEXAO ...
2021-04-07 11:52:36,215 | I | ro_XMLRPC.py:345 (worker) | worker 4 shutting down...
2021-04-07 11:52:36,215 | I | ro_XMLRPC.py:345 (worker) | worker 0 shutting down...
2021-04-07 11:52:36,215 | I | ro_XMLRPC.py:345 (worker) | worker 2 shutting down...
2021-04-07 11:52:36,215 | I | ro_XMLRPC.py:345 (worker) | worker 3 shutting down...
2021-04-07 11:52:36,215 | I | ro_XMLRPC.py:345 (worker) | worker 1 shutting down...
2021-04-07 11:52:36,226 | I | remoteObjects.py:491 (__cmd_loop) | Stopping remote object server on scexao2:9081.
2021-04-07 11:52:36,227 | I | Instrument.py:292 (stop) | INSTRUMENT STOPPED.
2021-04-07 11:52:36,227 | I | ro_XMLRPC.py:345 (worker) | worker 0 shutting down...
2021-04-07 11:52:36,227 | I | common_task.py:82 (execute) | Stopping periodic interval task
2021-04-07 11:52:36,227 | I | ro_XMLRPC.py:345 (worker) | worker 2 shutting down...
2021-04-07 11:52:36,227 | I | ro_XMLRPC.py:345 (worker) | worker 1 shutting down...
2021-04-07 11:52:36,228 | I | ro_XMLRPC.py:345 (worker) | worker 4 shutting down...
2021-04-07 11:52:36,228 | I | ro_XMLRPC.py:345 (worker) | worker 3 shutting down...
2021-04-07 11:52:36,228 | I | ro_XMLRPC.py:345 (worker) | worker 5 shutting down...
2021-04-07 11:52:36,228 | I | PubSub.py:1143 (update_remote_subscriptions_loop) | exiting remote subscriptions update loop
2021-04-07 11:52:36,228 | I | PubSub.py:1102 (stop_server) | Stopping server...
2021-04-07 11:52:36,228 | I | ro_XMLRPC.py:345 (worker) | worker 6 shutting down...
2021-04-07 11:52:36,229 | I | ro_XMLRPC.py:345 (worker) | worker 7 shutting down...
2021-04-07 11:52:36,229 | I | ro_XMLRPC.py:345 (worker) | worker 8 shutting down...
2021-04-07 11:52:36,230 | I | ro_XMLRPC.py:345 (worker) | worker 9 shutting down...
2021-04-07 11:52:36,230 | I | ro_XMLRPC.py:345 (worker) | worker 10 shutting down...
2021-04-07 11:52:36,230 | I | ro_XMLRPC.py:345 (worker) | worker 11 shutting down...
2021-04-07 11:52:36,232 | I | PubSub.py:550 (stop) | PubSub background tasks stopped.
2021-04-07 11:52:36,240 | I | remoteObjects.py:491 (__cmd_loop) | Stopping remote object server on scexao2:9080.
2021-04-07 11:52:37,628 | I | SCEXAO.py:84 (initialize) | ***** INITIALIZE CALLED *****
2021-04-07 11:52:37,683 | I | PubSub.py:538 (start) | PubSub background tasks started.
2021-04-07 11:52:37,683 | I | PubSub.py:1084 (start_server) | Starting remote subscriptions update loop...
2021-04-07 11:52:37,684 | I | PubSub.py:1089 (start_server) | Starting server...
2021-04-07 11:52:37,684 | I | remoteObjects.py:444 (__cmd_loop) | Starting remote object server on scexao2:9080.
2021-04-07 11:52:37,694 | I | g2cam:120 (main) | Starting instrument SCEXAO ...
2021-04-07 11:52:37,694 | I | SCEXAO.py:123 (start) | SCEXAO ocs interface started.
2021-04-07 11:52:37,695 | I | ro_XMLRPC.py:319 (worker) | worker 2 spinning up...
2021-04-07 11:52:37,695 | I | ro_XMLRPC.py:319 (worker) | worker 7 spinning up...
2021-04-07 11:52:37,694 | I | ro_XMLRPC.py:319 (worker) | worker 0 spinning up...
2021-04-07 11:52:37,696 | I | ro_XMLRPC.py:319 (worker) | worker 8 spinning up...
2021-04-07 11:52:37,696 | I | ro_XMLRPC.py:319 (worker) | worker 1 spinning up...
2021-04-07 11:52:37,696 | I | ro_XMLRPC.py:319 (worker) | worker 3 spinning up...
2021-04-07 11:52:37,696 | I | ro_XMLRPC.py:319 (worker) | worker 4 spinning up...
2021-04-07 11:52:37,696 | I | ro_XMLRPC.py:319 (worker) | worker 6 spinning up...
2021-04-07 11:52:37,696 | I | ro_XMLRPC.py:319 (worker) | worker 9 spinning up...
2021-04-07 11:52:37,695 | I | ro_XMLRPC.py:319 (worker) | worker 5 spinning up...
2021-04-07 11:52:37,696 | I | common_task.py:56 (execute) | Starting periodic interval task
2021-04-07 11:52:37,697 | I | ro_XMLRPC.py:319 (worker) | worker 10 spinning up...
2021-04-07 11:52:37,697 | I | ro_XMLRPC.py:319 (worker) | worker 11 spinning up...
2021-04-07 11:52:37,698 | I | remoteObjects.py:444 (__cmd_loop) | Starting remote object server on scexao2:9081.
2021-04-07 11:52:37,711 | I | ro_XMLRPC.py:319 (worker) | worker 1 spinning up...
2021-04-07 11:52:37,711 | I | ro_XMLRPC.py:319 (worker) | worker 0 spinning up...
2021-04-07 11:52:37,711 | I | ro_XMLRPC.py:319 (worker) | worker 3 spinning up...
2021-04-07 11:52:37,712 | I | ro_XMLRPC.py:319 (worker) | worker 2 spinning up...
2021-04-07 11:52:37,712 | I | ro_XMLRPC.py:319 (worker) | worker 4 spinning up...
2021-04-07 11:53:29,253 | E | Instrument.py:421 (doExecute) | Traceback:
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam/Instrument.py", line 378, in doExecute
    res = method(*args, **kwdargs)
  File "./cams/SCEXAO.py", line 165, in dispatchCommand
    return method(*args, **params)
  File "./cams/SCEXAO.py", line 241, in get_frames
    framelist = self.ocs.getFrames(num, frtype)
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam/Instrument.py", line 857, in getFrames
    str(type), str(frame_types)))

2021-04-07 11:55:22,852 | E | Instrument.py:421 (doExecute) | Traceback:
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam/Instrument.py", line 378, in doExecute
    res = method(*args, **kwdargs)
  File "./cams/SCEXAO.py", line 165, in dispatchCommand
    return method(*args, **params)
  File "./cams/SCEXAO.py", line 241, in get_frames
    framelist = self.ocs.getFrames(num, frtype)
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam/Instrument.py", line 857, in getFrames
    str(type), str(frame_types)))

2021-04-07 11:56:25,683 | E | g2cam:127 (main) | Keyboard interrupt!
2021-04-07 11:56:25,684 | I | g2cam:145 (main) | Stopping instrument SCEXAO ...
2021-04-07 11:56:25,684 | I | ro_XMLRPC.py:345 (worker) | worker 0 shutting down...
2021-04-07 11:56:25,684 | I | ro_XMLRPC.py:345 (worker) | worker 3 shutting down...
2021-04-07 11:56:25,685 | I | ro_XMLRPC.py:345 (worker) | worker 1 shutting down...
2021-04-07 11:56:25,684 | I | ro_XMLRPC.py:345 (worker) | worker 2 shutting down...
2021-04-07 11:56:25,684 | I | ro_XMLRPC.py:345 (worker) | worker 4 shutting down...
2021-04-07 11:56:25,698 | I | remoteObjects.py:491 (__cmd_loop) | Stopping remote object server on scexao2:9081.
2021-04-07 11:56:25,699 | I | Instrument.py:292 (stop) | INSTRUMENT STOPPED.
2021-04-07 11:56:25,699 | I | common_task.py:82 (execute) | Stopping periodic interval task
2021-04-07 11:56:25,699 | I | ro_XMLRPC.py:345 (worker) | worker 2 shutting down...
2021-04-07 11:56:25,700 | I | ro_XMLRPC.py:345 (worker) | worker 7 shutting down...
2021-04-07 11:56:25,699 | I | ro_XMLRPC.py:345 (worker) | worker 0 shutting down...
2021-04-07 11:56:25,700 | I | ro_XMLRPC.py:345 (worker) | worker 8 shutting down...
2021-04-07 11:56:25,700 | I | PubSub.py:1143 (update_remote_subscriptions_loop) | exiting remote subscriptions update loop
2021-04-07 11:56:25,700 | I | ro_XMLRPC.py:345 (worker) | worker 1 shutting down...
2021-04-07 11:56:25,700 | I | ro_XMLRPC.py:345 (worker) | worker 3 shutting down...
2021-04-07 11:56:25,700 | I | PubSub.py:1102 (stop_server) | Stopping server...
2021-04-07 11:56:25,701 | I | ro_XMLRPC.py:345 (worker) | worker 4 shutting down...
2021-04-07 11:56:25,702 | I | ro_XMLRPC.py:345 (worker) | worker 6 shutting down...
2021-04-07 11:56:25,702 | I | ro_XMLRPC.py:345 (worker) | worker 9 shutting down...
2021-04-07 11:56:25,702 | I | ro_XMLRPC.py:345 (worker) | worker 5 shutting down...
2021-04-07 11:56:25,702 | I | ro_XMLRPC.py:345 (worker) | worker 10 shutting down...
2021-04-07 11:56:25,702 | I | ro_XMLRPC.py:345 (worker) | worker 11 shutting down...
2021-04-07 11:56:25,704 | I | PubSub.py:550 (stop) | PubSub background tasks stopped.
2021-04-07 11:56:25,712 | I | remoteObjects.py:491 (__cmd_loop) | Stopping remote object server on scexao2:9080.
2021-04-07 11:56:27,109 | I | SCEXAO.py:84 (initialize) | ***** INITIALIZE CALLED *****
2021-04-07 11:56:27,165 | I | PubSub.py:538 (start) | PubSub background tasks started.
2021-04-07 11:56:27,165 | I | PubSub.py:1084 (start_server) | Starting remote subscriptions update loop...
2021-04-07 11:56:27,166 | I | PubSub.py:1089 (start_server) | Starting server...
2021-04-07 11:56:27,166 | I | remoteObjects.py:444 (__cmd_loop) | Starting remote object server on scexao2:9080.
2021-04-07 11:56:27,176 | I | g2cam:120 (main) | Starting instrument SCEXAO ...
2021-04-07 11:56:27,176 | I | ro_XMLRPC.py:319 (worker) | worker 0 spinning up...
2021-04-07 11:56:27,176 | I | ro_XMLRPC.py:319 (worker) | worker 1 spinning up...
2021-04-07 11:56:27,177 | I | ro_XMLRPC.py:319 (worker) | worker 3 spinning up...
2021-04-07 11:56:27,177 | I | ro_XMLRPC.py:319 (worker) | worker 2 spinning up...
2021-04-07 11:56:27,177 | I | ro_XMLRPC.py:319 (worker) | worker 4 spinning up...
2021-04-07 11:56:27,177 | I | SCEXAO.py:124 (start) | SCEXAO ocs interface started.
2021-04-07 11:56:27,178 | I | ro_XMLRPC.py:319 (worker) | worker 6 spinning up...
2021-04-07 11:56:27,178 | I | ro_XMLRPC.py:319 (worker) | worker 7 spinning up...
2021-04-07 11:56:27,178 | I | ro_XMLRPC.py:319 (worker) | worker 5 spinning up...
2021-04-07 11:56:27,178 | I | ro_XMLRPC.py:319 (worker) | worker 8 spinning up...
2021-04-07 11:56:27,178 | I | ro_XMLRPC.py:319 (worker) | worker 9 spinning up...
2021-04-07 11:56:27,179 | I | ro_XMLRPC.py:319 (worker) | worker 11 spinning up...
2021-04-07 11:56:27,179 | I | ro_XMLRPC.py:319 (worker) | worker 10 spinning up...
